%roundNum, %playerNum, %fitness, %myMovesWeight, %theirMovesWeight, %myPiecesWeight, %theirMovesWeight, %myMovableWeight, %theirMovableWeight , %gamesPerRound, %timeIndividualFinished
0, 0, 0.38, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 50, 12:19:37.090047
0, 1, 0.32, 1.34817542139, 3.01284918943, 1.0, 3.01284918943, 1.0, 2.98396790769, 50, 12:20:08.343220
0, 2, 0.48, 1.0, 3.23800274439, 1.0, 3.23800274439, 1.0, 3.0, 50, 12:20:38.675481
0, 3, 0.26, 1.0, 3.4872699314, 1.0, 3.4872699314, 1.0, 3.0, 50, 12:21:06.562139
0, 4, 0.32, 1.0, 3.0, 1.0, 3.0, 1.0, 3.0, 50, 12:21:39.643914
1, 0, 0.4, 1.0, 3.23800274439, 1.0, 3.23800274439, 1.0, 3.0, 50, 12:22:08.990134
1, 1, 0.26, 1.0, 3.23800274439, 1.0, 3.23800274439, 1.0, 3.36055528084, 50, 12:22:38.097519
1, 2, 0.28, 1.0, 3.23800274439, 1.0, 3.23800274439, 0.522317831077, 3.0, 50, 12:23:09.686368
1, 3, 0.44, 1.0, 3.23800274439, 1.19489219698, 3.23800274439, 1.0, 3.0, 50, 12:23:37.877551
1, 4, 0.38, 1.0, 3.23800274439, 1.0, 3.23800274439, 1.0, 3.3234898218, 50, 12:24:06.472017
2, 0, 0.28, 1.0, 3.23800274439, 1.19489219698, 3.23800274439, 1.0, 3.0, 50, 12:24:37.143084
2, 1, 0.44, 1.0, 3.23800274439, 1.19489219698, 3.23800274439, 1.32819880521, 3.0, 50, 12:25:06.275497
2, 2, 0.44, 1.0, 3.23800274439, 1.19489219698, 3.23800274439, 1.0, 3.13697713007, 50, 12:25:35.034768
2, 3, 0.3, 1.0, 3.23800274439, 1.19489219698, 3.23800274439, 1.01258629382, 3.34095468051, 50, 12:26:04.669538
2, 4, 0.36, 1.0, 3.23800274439, 1.19489219698, 3.23800274439, 1.0, 3.0, 50, 12:26:34.005209
3, 0, 0.4, 1.3898188938, 3.23800274439, 1.19489219698, 3.23800274439, 1.32819880521, 3.15671040294, 50, 12:27:04.447749
